name,country,visibility,difficulty,mentions,volume,volume_trend,intents
Freezers com Ponto Frio,br,33,50,5,1015,13;30;29;42;36;45;44;63;37;42;35;100,task:1;informational:19;navigational:48;commercial:12;transactional:20
Fogões e Fornos de Cozinha,br,33,47,4,677,35;56;67;47;60;57;71;100;72;75;68;87,task:8;informational:66;navigational:8;commercial:14;transactional:4
Refrigeração Cascadura,br,33,30,4,661,50;64;67;64;63;100;66;79;76;76;75;74,task:3;informational:25;navigational:37;commercial:25;transactional:10
Lavadoras Electrolux 17kg Perfect Care,br,33,88,2,659,16;100;97;82;80;42;42;24;60;73;48;51,task:3;informational:53;navigational:18;commercial:12;transactional:14
Cooktops: medidas e instalação,br,33,56,5,582,36;99;100;62;83;66;63;47;62;74;72;71,task:8;informational:69;navigational:2;commercial:18;transactional:3
Vedação e borracha para fogão e cooktop,br,33,46,15,537,34;50;52;49;95;100;67;89;89;100;91;92,task:10;informational:57;navigational:1;commercial:28;transactional:4
Freezers verticais 231 L,br,33,54,6,503,14;83;97;74;71;46;38;97;95;100;36;51,informational:54;navigational:4;commercial:28;transactional:14
Fogões de Indução Brancos,br,33,29,7,476,40;78;100;84;84;61;76;96;96;84;66;74,task:13;informational:43;navigational:4;commercial:32;transactional:8
Geladeiras com senha,br,33,81,3,467,4;87;88;49;40;76;59;100;57;72;58;59,task:3;informational:67;navigational:5;commercial:15;transactional:10
Forno Embutido Panasonic,br,33,63,2,306,36;44;43;41;39;92;70;96;65;100;73;69,task:7;informational:31;navigational:18;commercial:19;transactional:25
Geladeiras e Eletrodomésticos Brasil,br,33,60,9,304,17;58;62;44;37;33;33;100;65;17;17;18,task:2;informational:62;navigational:10;commercial:23;transactional:3
Interfrio Refrigeração,br,33,35,2,265,36;42;45;43;43;44;44;45;92;100;50;49,informational:41;navigational:33;commercial:23;transactional:3
Pousadas Casa Verde Petrópolis,br,33,50,2,242,73;100;100;98;84;85;80;74;99;97;76;75,task:1;informational:40;navigational:40;commercial:13;transactional:6
Conserto de Geladeiras em São Paulo,br,33,39,7,174,69;79;84;85;75;89;92;77;95;96;87;100,task:3;informational:24;commercial:58;transactional:15
Conserto de Geladeiras Recife,br,33,36,12,158,62;81;80;72;72;87;94;100;70;75;82;87,task:3;informational:24;navigational:46;commercial:22;transactional:5
Forno Embutido a Gás/Elétrico,br,32,43,13,60574,88;88;36;61;75;75;75;100;80;80;80;80,task:5;informational:56;navigational:3;commercial:23;transactional:13
Fogões 4 Bocas com Tampo de Vidro,br,32,32,7,13323,91;94;100;96;91;91;91;92;93;93;93;93,task:3;informational:46;navigational:1;commercial:37;transactional:13
Geladeiras no Carrefour em promoção,br,32,49,17,11986,90;96;99;51;97;98;98;94;100;96;95;95,task:2;informational:22;navigational:7;commercial:30;transactional:39
Lavadoras que não Enchem Água,br,32,69,6,10085,84;86;90;94;97;97;98;100;99;100;100;99,task:7;informational:78;navigational:6;commercial:5;transactional:4
Máquinas de lavar 12 kg,br,32,63,17,8424,57;66;76;80;95;97;97;100;100;100;100;99,task:5;informational:44;navigational:4;commercial:35;transactional:12
Forno elétrico de embutir Consul,br,32,78,5,6259,81;93;100;99;86;88;88;87;89;88;88;87,task:1;informational:34;navigational:40;commercial:13;transactional:12
Máquinas de lavar no varejo brasileiro,br,32,65,17,5363,86;98;100;68;68;69;69;57;69;69;69;69,task:5;informational:39;navigational:12;commercial:15;transactional:29
Agratto Micro-ondas 32L,br,32,45,3,2668,23;31;31;25;33;37;43;78;70;82;78;100,task:2;informational:41;navigational:25;commercial:10;transactional:22
Fogões Itatiaia e Cooktops,br,32,47,3,2245,43;27;30;50;75;75;77;100;91;72;71;77,task:5;informational:53;navigational:12;commercial:19;transactional:11
Geladeiras Electrolux DF42,br,32,62,3,1746,58;39;48;87;91;100;95;99;93;100;97;100,task:3;informational:43;navigational:22;commercial:23;transactional:9
Wine Coolers & Refrigerators,br,32,80,5,1716,70;83;83;80;96;100;100;91;95;94;100;100,task:2;informational:47;navigational:4;commercial:31;transactional:16
Lavadoras Electrolux 10 kg,br,32,44,3,1686,29;42;48;40;39;41;41;76;66;73;70;100,task:3;informational:46;navigational:11;commercial:29;transactional:11
Lavadoras Panasonic 17kg,br,32,60,2,1396,26;36;43;56;79;81;71;100;71;61;77;97,task:2;informational:58;navigational:10;commercial:20;transactional:10
Cooktop 4 bocas e móveis de cozinha,br,32,39,5,1301,61;84;85;80;78;83;85;84;90;100;83;83,task:7;informational:49;navigational:6;commercial:30;transactional:8
Geladeiras Novo Mundo,br,32,48,12,1290,56;73;77;76;100;76;76;41;46;39;66;82,task:5;informational:32;navigational:20;commercial:13;transactional:30
Peças de Geladeira,br,32,39,7,1243,41;43;44;63;71;74;59;100;98;99;100;100,task:2;informational:69;navigational:5;commercial:13;transactional:11
Cooktops e Fogões de Inox e Aço Escovado,br,32,48,7,1162,62;95;100;86;72;77;80;77;77;77;78;77,task:3;informational:43;navigational:4;commercial:38;transactional:12
Micro-ondas: prato não gira,br,32,74,4,1025,63;64;64;64;84;85;85;88;88;100;95;99,task:8;informational:70;navigational:2;commercial:8;transactional:12
Suportes para Fogões,br,32,72,3,993,50;65;63;67;99;99;100;85;96;100;78;78,task:5;informational:41;navigational:14;commercial:30;transactional:10
geladeiras Consul biplex antigas,br,32,43,3,842,85;99;100;98;68;71;72;65;67;68;65;66,task:2;informational:69;navigational:5;commercial:21;transactional:3
Polar Refrigeração e Assitência Técnica,br,32,26,3,826,40;57;58;53;44;49;50;100;81;84;52;51,task:3;informational:23;navigational:51;commercial:15;transactional:8
Tambor e cesto soltos em máquinas de lavar,br,32,85,5,746,63;63;66;62;95;95;95;95;89;89;89;100,task:7;informational:72;navigational:5;commercial:8;transactional:8
Fogões de mesa a gás inox,br,32,40,5,645,64;89;94;88;92;97;100;100;94;100;89;91,task:10;informational:35;navigational:4;commercial:32;transactional:19
Coifas Oster para ilha e parede,br,32,60,2,638,59;84;87;74;78;80;75;77;89;92;95;100,task:3;informational:42;navigational:1;commercial:29;transactional:25
Rodízios para Geladeira,br,32,42,5,628,28;38;38;82;82;58;100;87;79;75;76;75,task:2;informational:59;navigational:5;commercial:24;transactional:10
Refrigeração Cacique,br,32,51,2,554,62;93;93;88;71;75;74;94;99;100;86;85,task:3;informational:15;navigational:67;commercial:10;transactional:5
Fogões Dako Magister 4 bocas,br,32,48,3,511,9;67;72;55;22;65;36;100;84;72;73;71,task:2;informational:30;navigational:33;commercial:18;transactional:17
Tanquinhos Colormaq 6kg e lavadoras de roupas 6kg,br,32,45,2,390,16;23;23;20;18;39;35;100;29;35;20;22,task:7;informational:43;navigational:8;commercial:32;transactional:10
Assistência técnica de eletrodomésticos em Barueri,br,32,66,8,372,20;43;48;41;56;46;46;96;51;78;97;100,task:3;informational:18;navigational:36;commercial:34;transactional:9
Frigobares Magalu,br,32,46,6,357,65;84;84;81;74;73;68;80;89;99;100;91,task:3;informational:30;navigational:34;commercial:12;transactional:21
Bosch lava-louças,br,32,70,2,354,60;95;94;92;92;96;75;100;95;87;85;97,task:1;informational:49;navigational:10;commercial:34;transactional:6
Braspeças Autopeças,br,32,33,3,260,34;40;44;41;39;100;97;47;43;46;46;49,task:3;informational:16;navigational:53;commercial:23;transactional:5
Refrigeração Castelão Guarujá,br,32,21,4,224,39;43;40;45;45;61;54;44;45;60;100;84,task:3;informational:12;navigational:40;commercial:40;transactional:5
Refrigeração: Freezers Refrimate,br,32,42,2,112,30;63;45;40;53;51;32;100;78;32;32;32,task:3;informational:64;navigational:10;commercial:16;transactional:7
Mercado Livre Micro-ondas Inox,br,32,72,14,103,4;52;49;52;21;81;70;100;64;23;20;20,task:3;informational:28;navigational:35;commercial:12;transactional:22
Coifas e Depuradores de Cozinha,br,31,52,20,86718,23;26;28;86;90;90;90;100;100;100;100;100,task:4;informational:57;navigational:9;commercial:22;transactional:8
Gás Encano e Conversão de Fogões,br,31,74,25,63285,44;41;45;65;86;86;86;98;100;100;100;100,task:2;informational:69;navigational:5;commercial:20;transactional:4
Termostatos de Geladeira,br,31,50,8,47539,23;22;24;85;97;97;97;100;100;100;100;100,task:2;informational:69;navigational:5;commercial:14;transactional:10
Cooktops Consul 4-5 bocas,br,31,73,4,5950,93;97;100;100;38;39;39;40;41;41;41;40,task:3;informational:50;navigational:15;commercial:15;transactional:17
Motores de Micro-ondas,br,31,49,9,5359,33;40;40;55;85;85;85;100;96;96;97;97,task:2;informational:62;navigational:4;commercial:19;transactional:13
Lavadoras Panasonic 12kg Titanio,br,31,46,3,2693,25;39;41;37;37;40;45;81;72;89;100;97,task:1;informational:59;navigational:15;commercial:17;transactional:8
Máquinas de lavar no Brasil,br,31,43,14,2468,82;98;100;58;51;54;55;56;56;68;57;63,task:2;informational:50;navigational:12;commercial:17;transactional:19
Forno elétrico de embutir Carrefour,br,31,49,4,2082,53;78;77;41;80;80;79;42;44;43;97;100,task:1;informational:19;navigational:48;commercial:7;transactional:25
Freezers Casas Bahia,br,31,73,8,2003,62;88;91;88;81;86;89;79;89;91;100;94,task:3;informational:22;navigational:43;commercial:15;transactional:17
Fogões Online Fogaonet,br,31,54,2,1998,55;81;85;89;85;91;91;94;100;100;98;97,task:3;informational:13;navigational:69;commercial:10;transactional:5
Melhores Máquinas de Lavar Roupas,br,31,60,16,1915,23;27;32;31;52;49;52;100;79;86;80;96,task:2;informational:30;commercial:60;transactional:8
Fogatti fornos elétricos,br,31,37,3,1879,60;70;38;41;100;99;99;95;90;93;89;89,informational:44;navigational:23;commercial:23;transactional:10
Micro-ondas de 42 litros,br,31,47,5,1666,83;100;63;57;71;74;79;80;65;75;74;77,task:1;informational:59;navigational:9;commercial:25;transactional:6
Lavadoras Mueller 13kg,br,31,39,4,1555,7;8;8;17;17;33;27;73;64;100;88;95,task:3;informational:36;navigational:4;commercial:41;transactional:16
Geladeiras 451 litros com frost free (CRM56FB e similares),br,31,44,6,1466,25;78;78;61;57;52;49;78;61;69;100;99,task:3;informational:62;navigational:7;commercial:21;transactional:7
Melhores Frigobares,br,31,44,13,1363,26;30;30;69;84;84;94;100;85;82;81;81,task:8;informational:22;navigational:2;commercial:58;transactional:10
Crissair Fogões e Cooktops,br,31,38,2,1332,73;83;84;93;92;94;95;95;98;97;100;100,task:2;informational:44;navigational:37;commercial:7;transactional:10
Geladeiras Midea 4 Portas,br,31,43,4,1249,11;36;37;29;29;26;31;13;17;100;61;95,task:4;informational:41;navigational:1;commercial:32;transactional:22
Secadoras SFP12 12kg,br,31,78,2,1242,13;52;54;46;46;43;37;17;18;80;79;100,task:1;informational:41;navigational:39;commercial:14;transactional:5
Refrigeração e Expositores Refrimate,br,31,18,3,1010,61;84;86;82;87;93;94;96;96;97;100;100,task:3;informational:20;navigational:49;commercial:12;transactional:16
Lavadoras Midea 13kg no Reclame Aqui,br,31,63,2,873,16;100;90;60;57;34;33;79;46;80;60;95,task:13;informational:18;navigational:48;commercial:10;transactional:11
Geladeiras com adega para vinho,br,31,71,4,861,12;29;33;28;28;12;12;12;12;25;22;100,task:10;informational:45;navigational:5;commercial:25;transactional:15
Eletrofrigor Brasil,br,31,42,6,819,39;56;57;55;53;57;57;100;68;63;64;60,task:3;informational:18;navigational:67;commercial:7;transactional:5
Liquidificadores Brastemp,br,31,51,15,768,16;64;79;59;44;28;44;96;53;97;100;100,task:10;informational:18;navigational:17;commercial:43;transactional:12
Freezers verticais Electrolux 162 L,br,31,40,3,766,43;52;55;53;65;60;54;99;100;86;84;93,task:2;informational:41;navigational:15;commercial:16;transactional:26
Em2u80hlp Compressor,br,31,35,5,760,20;20;21;21;66;70;72;100;88;81;78;78,task:2;informational:65;navigational:10;commercial:18;transactional:5
Geladeiras Ferreira Costa,br,31,48,13,744,16;56;64;40;40;39;60;100;64;74;66;79,task:1;informational:18;navigational:48;commercial:11;transactional:22
Electrolux GF75X Cooktop,br,31,71,2,658,6;33;53;17;18;24;36;79;60;100;30;43,task:1;informational:43;navigational:39;commercial:15;transactional:2
Forno Flex Brasil: preços e modelos,br,31,47,2,562,29;94;100;32;31;45;46;40;35;46;39;39,informational:44;navigational:12;commercial:23;transactional:21
Fogões Mueller,br,31,54,2,553,23;27;25;30;35;31;37;100;80;34;32;32,task:5;informational:42;navigational:27;commercial:12;transactional:14
Tampa e sensor da tampa de máquina de lavar Consul 10–11kg,br,31,80,2,463,31;39;40;36;36;36;74;69;58;98;90;100,task:12;informational:55;navigational:5;commercial:8;transactional:20
Perin Refrigeração e Peças – Ribeirão Preto,br,31,29,3,398,27;32;34;40;49;96;100;42;40;35;37;76,task:1;informational:12;navigational:81;commercial:3;transactional:3
Fornos Ramalho,br,31,26,3,393,87;97;100;96;97;99;98;58;59;68;68;70,task:2;informational:20;navigational:33;commercial:33;transactional:12
Lava-louças Electrolux LL08B,br,31,73,2,377,17;19;20;59;59;100;57;47;45;70;65;71,task:3;informational:34;navigational:45;commercial:9;transactional:9
Rei dos Fogões,br,31,62,4,376,35;47;84;66;77;49;31;100;47;50;35;38,task:2;informational:39;navigational:36;commercial:17;transactional:6
Friolar Peças e Refrigeração,br,31,28,4,357,54;69;68;67;70;96;93;91;99;100;94;93,task:3;informational:20;navigational:47;commercial:25;transactional:5
Forno de Embutir a Gás/Elétrico 70L,br,31,51,12,356,28;43;46;36;46;42;53;100;71;96;83;63,task:10;informational:37;navigational:7;commercial:41;transactional:5
Maytag Home Appliances,br,31,34,5,297,43;71;99;89;100;95;94;77;66;67;87;88,task:3;informational:40;navigational:36;commercial:11;transactional:10
Conserto de Geladeiras e Refrigeração em Vila Velha,br,31,43,9,256,61;67;68;68;71;74;75;78;94;94;97;100,task:7;informational:12;navigational:23;commercial:43;transactional:15
Fogões de vidro brancos,br,31,35,4,146,17;53;64;36;31;19;19;92;100;50;46;22,task:3;informational:58;navigational:4;commercial:29;transactional:6
Micro-ondas Bemol,br,31,65,5,141,4;9;9;12;14;11;9;100;53;14;12;15,task:7;informational:32;navigational:19;commercial:15;transactional:27
fornos elétricos digitais,br,31,61,5,127,14;17;21;19;36;43;30;100;61;18;17;17,task:3;informational:49;navigational:4;commercial:33;transactional:11
Geladeiras de Tomate,br,31,36,3,62,14;89;90;51;51;39;100;15;16;16;16;16,task:3;informational:52;navigational:5;commercial:23;transactional:17
Fornos Elétricos,br,30,79,63,147415,42;40;41;53;100;100;100;97;79;79;79;79,task:2;informational:40;navigational:4;commercial:39;transactional:15
Fogões e Cooktops 5 Bocas,br,30,69,32,65411,25;25;26;31;100;100;100;43;34;34;34;34,task:3;informational:41;navigational:4;commercial:39;transactional:13
Limpeza de Máquina de Lavar,br,30,52,16,58643,69;69;75;88;88;88;88;99;100;100;100;100,task:3;informational:77;navigational:5;commercial:8;transactional:7
Magnetron de Micro-ondas,br,30,53,15,30430,25;28;17;84;84;84;84;100;100;100;100;100,task:2;informational:60;navigational:5;commercial:19;transactional:14
Lavadoras Consul 12kg e similares,br,30,43,11,29801,72;74;78;78;86;86;86;100;99;99;99;99,informational:35;navigational:30;commercial:24;transactional:11
Geladeiras: barulhos e falhas comuns,br,30,40,8,16378,73;77;81;93;96;97;97;97;100;100;100;100,task:4;informational:80;navigational:5;commercial:7;transactional:4
Peças para Geladeira e Fogão Electrolux/Consul,br,30,68,7,14892,29;35;40;65;90;90;91;96;100;100;100;100,task:5;informational:30;navigational:12;commercial:34;transactional:19
Compra Certa: cupons e confiança em lojas brasileiras,br,30,55,30,14376,81;93;99;100;100;100;100;100;100;100;100;100,informational:46;navigational:11;commercial:15;transactional:28
Lava-louças Compactas e Instalação,br,30,64,6,12635,70;78;80;84;99;100;100;95;94;94;94;94,task:5;informational:68;navigational:5;commercial:18;transactional:4
Freezers Verticais e Mini Freezers,br,30,59,14,11943,96;100;48;51;54;54;54;52;53;53;53;53,task:5;informational:46;navigational:1;commercial:37;transactional:11
Itajobi Fogões,br,30,19,2,11324,33;39;40;39;38;39;40;29;100;100;100;100,task:2;informational:36;navigational:44;commercial:10;transactional:8
Máquinas de lavar frontais,br,30,72,7,7810,91;97;100;51;55;56;56;62;60;60;60;59,informational:46;navigational:5;commercial:35;transactional:14
Geladeiras Hisense,br,30,38,3,5552,43;54;56;56;79;82;82;88;100;100;100;100,task:2;informational:50;navigational:12;commercial:19;transactional:17
Lavadoras LG com Torre de Lava e Seca,br,30,89,2,3032,80;98;100;98;93;96;97;93;70;72;71;71,task:2;informational:39;navigational:29;commercial:16;transactional:14
Pastilhas para lava-louça,br,30,26,4,1807,76;85;86;49;51;53;53;100;92;93;92;92,task:2;informational:39;navigational:2;commercial:36;transactional:21
Casas Bahia – lojas no Brasil,br,30,50,2,1743,83;99;100;62;62;65;67;70;61;61;62;61,informational:41;navigational:42;commercial:5;transactional:12
Lava-Louças (usados e usados/revendidos),br,30,44,12,1548,50;57;57;38;40;41;41;79;67;68;100;99,task:2;informational:60;navigational:5;commercial:17;transactional:16
Relés de Geladeira Consul,br,30,68,2,1516,26;29;38;78;84;84;84;95;99;100;100;100,task:5;informational:54;navigational:4;commercial:16;transactional:21
Coifas de Cozinha 60 cm,br,30,60,5,1396,69;98;100;97;85;91;90;88;90;90;90;89,task:3;informational:46;navigational:4;commercial:39;transactional:8
Adegas com compressor,br,30,53,6,1288,77;89;90;57;98;100;100;81;65;65;65;65,task:2;informational:49;navigational:4;commercial:36;transactional:9
Fogões Retrô no Brasil,br,30,52,9,1238,84;100;100;56;54;57;59;93;70;78;60;82,task:2;informational:38;navigational:10;commercial:19;transactional:31
Geladeiras Electrolux is9s 520L,br,30,45,3,1168,9;41;52;23;22;41;42;100;56;88;68;91,task:7;informational:46;navigational:12;commercial:24;transactional:11
Bombas Samsung Lava e Seca,br,30,53,2,1138,9;35;32;34;40;29;33;41;25;39;30;100,task:10;informational:48;navigational:5;commercial:22;transactional:15
Adegas e refrigeradores para 12 garrafas,br,30,43,12,1063,53;79;81;79;78;82;84;88;93;100;90;90,task:3;informational:35;navigational:1;commercial:47;transactional:14
Geladeiras Frost Free - Buscapé,br,30,81,7,1047,13;26;35;41;40;25;16;100;63;18;16;98,task:3;informational:18;navigational:58;commercial:7;transactional:14
ServTec — Serviços Técnicos,br,30,24,2,828,37;47;46;44;59;64;63;60;90;100;65;65,task:2;informational:30;navigational:32;commercial:30;transactional:6
Geladeiras Gazin,br,30,41,12,820,33;44;50;43;40;39;41;100;63;64;37;39,task:4;informational:41;navigational:19;commercial:18;transactional:18
Rode Smartlavs — Lavadoras Inteligentes,br,30,47,3,731,16;20;21;30;30;28;38;33;31;100;85;88,task:3;informational:42;navigational:13;commercial:38;transactional:4
Assistência Técnica e Eletrodomésticos,br,30,46,4,684,23;24;24;86;86;86;100;85;23;41;40;49,task:5;informational:20;navigational:53;commercial:12;transactional:10
Forno elétrico embutido,br,30,43,7,620,42;61;65;57;70;71;44;45;50;48;85;100,task:1;informational:54;navigational:4;commercial:33;transactional:8
Studio Roca,br,30,27,2,550,26;34;100;100;100;35;38;36;98;41;42;79,task:3;informational:25;navigational:60;commercial:7;transactional:5
Grupo Grand Chef Eletrodomésticos,br,30,27,3,521,63;90;92;87;81;85;72;100;92;96;91;91,task:3;informational:42;navigational:29;commercial:11;transactional:15
Aparelhos de Corte e Barbear Britânia,br,30,57,2,436,26;38;39;36;34;37;36;100;69;40;39;41,task:3;informational:47;navigational:21;commercial:13;transactional:16
Lofra Fogões,br,30,26,3,323,45;63;79;61;66;70;80;72;73;81;84;100,task:6;informational:39;navigational:18;commercial:26;transactional:11
Conserbras Serviços e Assistência Técnica,br,30,28,2,309,19;23;23;23;62;100;80;67;35;37;30;33,task:3;informational:38;navigational:33;commercial:11;transactional:15
Benhur Eletrodomésticos e Assistência,br,30,35,3,305,45;57;59;55;56;100;77;61;61;58;65;61,task:7;informational:20;navigational:40;commercial:15;transactional:18
Forno elétrico no OLX,br,30,64,4,303,23;94;100;29;40;34;36;38;39;50;44;47,task:3;informational:18;navigational:49;commercial:11;transactional:19
Geladeiras inverse frost free pretas,br,30,59,6,266,4;39;50;12;15;25;30;100;58;20;18;21,task:3;informational:28;navigational:11;commercial:47;transactional:11
Assistência técnica em eletrodomésticos Osasco,br,30,59,7,99,14;93;100;84;84;28;38;25;23;37;37;37,task:3;informational:47;navigational:11;commercial:31;transactional:8
Termostatos CRA30 para Refrigeração,br,30,34,3,62,8;32;41;21;40;100;73;28;31;31;27;26,task:13;informational:42;navigational:2;commercial:37;transactional:6
Geladeiras side by side,br,29,49,12,64112,76;76;35;64;100;100;100;98;94;94;94;94,task:2;informational:53;navigational:2;commercial:30;transactional:13
Máquinas de lavar não centrifugam,br,29,60,10,24969,58;62;72;82;87;87;87;96;100;100;100;100,task:2;informational:82;navigational:5;commercial:8;transactional:3
Geladeiras de 3 portas,br,29,61,6,21573,99;100;44;49;58;58;58;60;54;54;54;54,task:8;informational:54;navigational:4;commercial:26;transactional:8
Fogões e Cooktops por Indução Fischer,br,29,36,5,4855,86;97;99;99;99;100;100;57;63;64;64;63,task:2;informational:37;navigational:15;commercial:21;transactional:25
Garantias Electrolux & LG no Brasil,br,29,55,3,4649,42;52;75;77;77;78;80;99;98;98;100;100,task:3;informational:46;navigational:27;commercial:15;transactional:9
Geladeiras usadas e seminovas,br,29,47,8,4232,54;67;82;74;87;90;90;86;98;100;98;97,task:5;informational:35;navigational:5;commercial:33;transactional:22
Fogões Carrefour,br,29,65,14,4023,89;99;100;48;47;49;50;42;50;50;58;58,task:2;informational:28;navigational:36;commercial:7;transactional:27
Geladeiras Electrolux 590L,br,29,76,3,3954,81;98;100;100;79;80;81;67;70;74;73;70,task:2;informational:53;navigational:5;commercial:24;transactional:16
Bicos e Injetores para Fogões a Gás,br,29,45,9,3878,18;23;39;62;66;67;67;100;91;91;92;91,task:3;informational:52;navigational:4;commercial:29;transactional:12
Lavadoras: problemas comuns e soluções,br,29,61,4,3846,44;48;48;66;66;69;69;83;100;100;100;100,task:6;informational:72;navigational:7;commercial:7;transactional:8
Máquinas de lavar inox com cesto,br,29,67,10,1838,41;58;61;62;66;63;64;61;90;98;87;100,task:2;informational:56;navigational:2;commercial:29;transactional:11
Cybelar Móveis e Eletrodomésticos,br,29,42,3,1685,60;85;89;86;87;93;96;98;99;99;100;99,informational:21;navigational:56;commercial:11;transactional:12
Lavadoras GE,br,29,61,6,1601,12;26;26;29;41;36;38;95;66;100;89;84,task:2;informational:52;navigational:15;commercial:21;transactional:10
Tampas de Fogão,br,29,73,5,1580,51;64;64;61;77;80;81;68;100;100;80;80,task:8;informational:56;navigational:4;commercial:22;transactional:10
Secadoras de roupas a gás,br,29,54,3,1337,35;49;54;48;48;46;39;82;53;55;53;100,task:1;informational:55;navigational:4;commercial:35;transactional:5
Geladeiras e Máquinas de Lavar,br,29,56,9,1253,28;53;55;43;66;56;56;100;56;70;78;95,task:3;informational:51;navigational:13;commercial:23;transactional:10
Geladeiras 370 litros Frost Free,br,29,42,4,1218,66;76;76;73;75;75;81;100;87;86;94;99,task:2;informational:44;navigational:5;commercial:33;transactional:16
Geladeiras Frost Free,br,29,52,6,1150,26;66;74;53;66;43;41;90;100;45;43;100,task:8;informational:53;navigational:3;commercial:35;transactional:1
Lavadoras inteligentes com Wi‑Fi,br,29,74,4,1118,15;56;63;46;57;57;59;89;63;100;83;91,task:2;informational:51;navigational:4;commercial:36;transactional:7
Forno para Pão,br,29,40,4,1010,40;58;73;63;45;46;46;100;63;68;68;71,task:3;informational:54;navigational:7;commercial:20;transactional:16
Geladeiras Electrolux 598 litros (DB84X),br,29,54,3,966,59;87;100;60;53;45;56;100;81;88;56;66,task:2;informational:35;navigational:9;commercial:40;transactional:14
Gavetas e Tampas de Geladeira Consul,br,29,73,2,852,45;61;63;60;59;64;66;63;92;100;66;65,task:9;informational:42;navigational:9;commercial:21;transactional:19
Sabão Lava-Louças Unik,br,29,39,2,784,45;49;49;47;67;67;55;39;59;100;94;94,task:2;informational:43;navigational:15;commercial:23;transactional:17
Acessórios de fixação e proteção para geladeiras,br,29,32,4,699,23;56;82;72;48;48;61;55;72;100;97;96,task:7;informational:46;navigational:7;commercial:35;transactional:5
Capas para Micro-ondas,br,29,71,3,385,21;57;53;55;34;28;67;49;45;100;86;80,task:7;informational:45;navigational:5;commercial:25;transactional:18
Conserto de Geladeiras RJ,br,29,38,8,381,27;29;30;29;32;33;32;100;61;65;30;29,task:10;informational:28;navigational:1;commercial:47;transactional:14
Refrigeração e conserto de geladeiras em Taguatinga,br,29,34,9,317,22;29;31;31;30;85;98;71;45;66;72;100,task:7;informational:23;navigational:11;commercial:36;transactional:23
Conserto de Geladeiras e Lavadoras em Sorocaba,br,29,46,7,275,46;53;100;89;55;68;71;63;67;66;69;79,task:37;informational:12;navigational:3;commercial:33;transactional:15
Peças para máquina de lavar Consul,br,29,38,4,272,31;41;44;40;81;78;70;100;56;61;56;58,task:5;informational:35;navigational:5;commercial:17;transactional:38
Fogatti: cooktops e fogões,br,29,33,3,237,16;42;57;43;45;26;23;100;73;31;28;36,task:3;informational:25;navigational:45;commercial:15;transactional:12
Conserto de Geladeira em BH,br,29,52,12,214,100;47;72;61;60;58;61;86;72;86;49;50,task:5;informational:43;navigational:9;commercial:34;transactional:9
Cooktops embutidos de 4 e 5 bocas,br,29,51,7,127,38;69;85;57;100;61;63;83;67;63;93;73,task:3;informational:49;navigational:1;commercial:36;transactional:11
Coifa de cozinha Crissair,br,29,46,2,94,47;49;57;64;82;100;75;59;54;63;73;64,task:3;informational:32;navigational:39;commercial:8;transactional:18
Micro-ondas 30 litros: guia de compra,br,28,54,7,22674,99;100;46;52;53;53;53;61;53;53;53;53,task:2;informational:57;navigational:2;commercial:31;transactional:8
Gás de Geladeira,br,28,68,6,18106,69;68;71;83;92;93;93;100;100;100;100;100,task:2;informational:74;navigational:5;commercial:12;transactional:7
Lavadoras com secadora,br,28,50,4,10710,41;49;50;28;69;70;70;90;99;99;100;100,task:4;informational:41;navigational:2;commercial:38;transactional:15
Casas Bahia Eletrodomésticos,br,28,65,6,8874,96;100;48;54;54;54;54;45;46;45;45;45,informational:30;navigational:48;commercial:8;transactional:14
Placas Eletrônicas,br,28,42,2,8552,42;49;55;54;78;79;79;99;100;100;100;100,task:8;informational:70;navigational:9;commercial:10;transactional:3
Lava-louças Samsung no Brasil,br,28,75,3,7829,85;97;100;100;99;100;100;88;93;93;91;90,task:5;informational:37;navigational:21;commercial:20;transactional:17
Lavadoras Electrolux 13kg,br,28,51,4,4458,87;99;100;100;62;64;64;58;62;64;60;61,task:2;informational:50;navigational:10;commercial:21;transactional:17
Geladeiras Samsung RB50,br,28,57,2,3574,23;50;49;44;42;36;32;26;37;100;92;99,task:3;informational:36;navigational:30;commercial:11;transactional:20
Mini geladeiras para quarto,br,28,36,5,3007,84;99;100;61;54;57;58;62;65;65;65;64,task:8;informational:47;navigational:1;commercial:31;transactional:13
Termostatos para Freezers,br,28,49,8,2587,23;29;32;60;82;82;82;96;99;100;100;99,informational:64;navigational:2;commercial:19;transactional:15
Buscapé e Eletrodomésticos,br,28,66,6,2585,100;59;63;66;62;64;65;55;62;62;67;69,task:2;informational:23;navigational:55;commercial:4;transactional:16
Máquinas de lavar com defeito: compra e venda,br,28,71,5,2408,100;98;92;92;80;80;75;76;82;81;76;81,task:12;informational:51;navigational:3;commercial:5;transactional:29
Geladeiras Panasonic 483 litros,br,28,74,2,2049,92;99;100;47;40;41;42;43;50;60;60;66,task:2;informational:65;navigational:5;commercial:20;transactional:8
Lavadoras Samsung 23kg,br,28,87,2,1941,20;71;75;59;55;39;41;100;50;72;75;90,task:10;informational:38;navigational:4;commercial:29;transactional:19
Forno de Embutir com Ventilação,br,28,40,9,1918,15;20;24;70;85;83;84;100;99;97;96;96,task:3;informational:61;navigational:2;commercial:26;transactional:8
