fonte_arquivo,marca_seed,keyword,idioma,familia,categoria,volume_medio_12m,volume_corrente_est,kd,cpc_usd,densidade_competitiva,intent,tem_ai_overview,serp_features,click_potential,trend,n_fontes,fontes
2026-08-17_semrush_keywords_consul.csv,consul,máquina consul 13kg,pt,especificacao produto,sem categoria,320,70.0,25.0,0.2,1.0,Informational,1,"Reviews, Video, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, People Also Ask, Popular Products, Knowledge Panel",20.0,"[0.48, 0.03, 0.09, 0.05, 0.26, 0.48, 1.0, 0.39, 0.88, 0.04, 0.07, 0.07]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina consul 9 kg,pt,especificacao produto,sem categoria,320,548.6,23.0,0.15,1.0,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Video",20.0,"[1.0, 0.17, 0.21, 0.32, 0.26, 0.17, 0.39, 0.17, 0.32, 0.32, 0.21, 0.59]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar 13kg consul,pt,especificacao produto,lavanderia,320,362.5,19.0,0.21,1.0,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Reviews, Video",20.0,"[0.81, 0.66, 0.81, 0.66, 0.54, 0.66, 0.81, 0.54, 0.81, 0.66, 0.81, 0.81]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar 9 kg consul,pt,especificacao produto,lavanderia,320,326.8,21.0,0.2,1.0,Commercial,0,"People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Video, Adwords Bottom, Video Carousel",20.0,"[0.2, 0.2, 0.3, 0.36, 0.2, 0.16, 0.2, 0.3, 0.2, 0.3, 0.16, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar consul 12kg é boa,pt,especificacao produto,lavanderia,320,258.2,27.0,0.19,1.0,Informational,1,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview",20.0,"[0.3, 0.36, 0.45, 0.2, 0.3, 0.16, 0.08, 0.05, 0.1, 0.16, 0.06, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar consul 8 kg,pt,especificacao produto,lavanderia,320,202.5,23.0,0.1,1.0,Informational,1,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches",20.0,"[0.44, 0.54, 0.44, 0.54, 0.54, 0.54, 0.54, 0.36, 0.54, 0.19, 0.54, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar roupa consul 9kg,pt,especificacao produto,lavanderia,320,329.1,22.0,0.17,1.0,Commercial,0,"Short Videos, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.54, 0.44, 0.54, 0.54, 0.44, 0.66, 0.54, 0.54, 0.54, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,máquina de lavar roupas consul 12kg,pt,especificacao produto,lavanderia,320,681.7,25.0,0.21,1.0,Commercial,1,"Popular Products, Related Searches, Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.08, 0.08, 0.3, 0.13, 0.08, 0.08, 0.13, 0.13, 0.2, 0.08, 0.1, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,placa da geladeira consul frost free,pt,especificacao produto,geladeira,320,408.8,21.0,0.04,1.0,"Informational, Transactional",1,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel",20.0,"[0.44, 0.35, 0.44, 0.35, 0.44, 0.44, 0.44, 0.66, 0.66, 0.66, 0.66, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,placa máquina de lavar consul,pt,nao classificado,lavanderia,320,86.7,22.0,0.04,1.0,Transactional,0,"Popular Products, Related Searches, Image Pack, Site Links, Video, Adwords Top, Adwords Bottom, People Also Ask",20.0,"[0.44, 0.44, 0.29, 0.44, 0.36, 0.44, 0.44, 0.02, 0.02, 0.02, 0.12, 0.07]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,prateleira de geladeira consul,pt,nao classificado,geladeira,320,314.2,22.0,0.04,1.0,"Informational, Transactional",0,"Image Pack, Site Links, Image, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.44, 0.35, 0.54, 0.54, 0.54, 0.44, 0.81, 0.66, 0.54, 0.66, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,preco de freezer vertical consul 180 litros,pt,aquisicao e comparacao,freezer,320,171.3,21.0,0.04,1.0,Informational,1,"Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview",20.0,"[0.32, 0.39, 0.32, 0.39, 0.32, 0.26, 0.39, 0.39, 0.39, 0.21, 0.26, 0.17]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,preço da geladeira consul,pt,aquisicao e comparacao,geladeira,320,395.7,32.0,0.04,1.0,Transactional,0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.36, 0.44, 0.44, 0.36, 0.44, 0.44, 0.44, 0.54, 0.36, 0.44, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,purificador consul gela facil,pt,nao classificado,purificador,320,301.0,26.0,0.16,1.0,"Informational, Commercial",0,"Reviews, Popular Products, Short Videos, Video, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links",20.0,"[0.54, 0.54, 0.43, 0.66, 0.54, 0.54, 0.81, 0.66, 0.66, 0.43, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,pé para geladeira consul antiga,pt,nao classificado,geladeira,320,277.0,20.0,0.04,0.96,"Informational, Commercial",1,"Site Links, Reviews, Video, Image, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.44, 0.29, 0.44, 0.54, 0.36, 0.36, 0.36, 0.23, 0.36, 0.23, 0.12, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refil consul cix06axona,pt,peca e consumivel,sem categoria,320,230.6,17.0,0.15,1.0,Commercial,0,"Site Links, Popular Products, Related Searches",20.0,"[0.44, 0.36, 0.44, 0.54, 0.36, 0.44, 0.44, 0.36, 0.44, 0.36, 0.36, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refil consul purificador de agua,pt,peca e consumivel,purificador,320,649.6,20.0,0.12,1.0,Transactional,0,"Site Links, Video, Popular Products, Related Searches, Adwords Middle",20.0,"[0.55, 0.36, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.45, 0.45]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador consul 300,pt,nao classificado,geladeira,320,206.2,26.0,0.15,1.0,Commercial,0,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Knowledge Panel",20.0,"[0.44, 0.29, 0.36, 1.0, 0.66, 0.36, 0.44, 0.54, 0.44, 0.29, 0.29, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador consul 300 litros,pt,especificacao produto,geladeira,320,0.0,23.0,0.15,1.0,Informational,0,"Image, People Also Ask, Popular Products, Related Searches, Adwords Middle, Knowledge Panel, Site Links, Reviews",20.0,"[0.54, 0.36, 0.36, 1.0, 0.44, 0.36, 0.44, 0.54, 0.44, 0.29, 0.29, 0.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador consul 386,pt,nao classificado,geladeira,320,80.6,27.0,0.18,1.0,Informational,1,"Image Pack, Site Links, Related Searches, Knowledge Panel, Video, Video Carousel, People Also Ask, Popular Products, AI Overview",20.0,"[0.36, 0.3, 0.36, 0.36, 0.3, 0.3, 0.36, 0.16, 0.1, 0.1, 0.1, 0.06]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador consul 386 litros inox,pt,especificacao produto,geladeira,320,189.6,21.0,0.19,1.0,Informational,0,"Video, Popular Products, Knowledge Panel, Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links",20.0,"[0.66, 0.35, 0.54, 0.66, 0.54, 0.54, 0.66, 0.44, 0.44, 0.28, 0.28, 0.28]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador consul 410 litros inox,pt,especificacao produto,geladeira,320,130.3,22.0,0.17,1.0,Informational,0,"Adwords Bottom, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Site Links, Video",20.0,"[0.29, 0.23, 0.23, 0.29, 0.36, 0.54, 0.67, 0.54, 0.54, 0.29, 0.29, 0.15]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador crd37 consul,pt,nao classificado,geladeira,320,0.0,12.0,0.12,1.0,Informational,1,"Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.0, 0.04, 0.03, 0.0, 0.0, 0.0, 0.36, 0.0, 0.81, 0.81, 0.0, 0.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,rele da geladeira consul,pt,nao classificado,geladeira,320,295.0,26.0,0.04,1.0,Informational,1,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack",20.0,"[0.54, 0.44, 0.44, 0.54, 0.54, 0.81, 0.54, 1.0, 0.54, 0.44, 0.66, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,resistência da geladeira consul,pt,peca e consumivel,geladeira,320,268.3,16.0,0.06,1.0,Informational,1,"Video, Video Carousel, Related Searches, Image Pack, Site Links, Reviews, People Also Ask, Popular Products, AI Overview",20.0,"[0.43, 0.54, 0.54, 0.54, 0.66, 0.81, 0.66, 1.0, 0.81, 0.54, 0.66, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,sensor de degelo da consul,pt,nao classificado,sem categoria,320,357.5,20.0,0.03,1.0,Informational,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.44, 0.44, 0.54, 0.44, 0.44, 0.54, 0.36, 0.44, 0.54, 0.54, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,sensor de geladeira consul,pt,nao classificado,geladeira,320,257.6,10.0,0.04,1.0,"Informational, Commercial",1,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Video, Adwords Bottom",20.0,"[0.66, 0.66, 0.54, 0.54, 0.66, 0.44, 0.54, 0.54, 0.66, 0.44, 0.44, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,supermercado consul ideal,pt,nao classificado,sem categoria,320,359.2,10.0,0.0,0.04,"Informational, Transactional",0,"Video, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links, Reviews",20.0,"[0.81, 0.66, 0.43, 0.66, 0.66, 0.66, 0.81, 0.81, 0.54, 0.81, 1.0, 0.81]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,tampa congelador geladeira consul,pt,nao classificado,geladeira,320,859.1,31.0,0.04,0.46,Commercial,0,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.14, 0.14, 0.14, 0.17, 0.26, 0.17, 0.21, 0.26, 0.39, 0.59, 1.0, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,tampa do congelador geladeira consul,pt,nao classificado,geladeira,320,836.6,25.0,0.04,0.46,"Informational, Commercial",1,"AI Overview, Image Pack, Site Links, People Also Ask, Popular Products",20.0,"[0.17, 0.17, 0.21, 0.17, 0.21, 0.21, 0.21, 0.26, 0.39, 0.59, 1.0, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ventilador da geladeira consul frost free,pt,especificacao produto,geladeira,320,556.5,16.0,0.03,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.44, 0.35, 0.35, 0.35, 0.44, 0.44, 0.66, 0.81, 0.81, 0.81, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,ventilador geladeira consul frost free,pt,especificacao produto,geladeira,320,503.9,16.0,0.03,1.0,Informational,1,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack",20.0,"[0.54, 0.43, 0.43, 0.54, 0.54, 0.66, 0.54, 0.81, 0.66, 0.66, 0.81, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consular electronic application center ceac,pt,nao classificado,sem categoria,320,181.9,60.0,0.54,0.17,Navigational,0,"Site Links, Video, People Also Ask, Related Searches",20.0,"[0.67, 0.44, 1.0, 0.29, 0.19, 0.15, 0.29, 0.23, 0.29, 0.12, 0.15, 0.19]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consull,pt,marca e navegacao,sem categoria,320,316.0,50.0,1.58,1.0,Navigational,1,"Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview, Knowledge Panel, Site Links, Video",20.0,"[0.45, 0.1, 0.36, 0.16, 0.13, 0.1, 0.2, 0.13, 0.16, 0.2, 0.24, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,controle consul ar,pt,nao classificado,sem categoria,320,290.7,17.0,0.07,1.0,"Informational, Commercial",1,"Video Carousel, Popular Products, Related Searches, Reviews, Video, People Also Ask, AI Overview, Image Pack, Site Links",20.0,"[0.2, 0.1, 0.2, 0.08, 0.3, 0.24, 0.3, 0.67, 0.3, 0.24, 0.3, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,controle do ar consul,pt,nao classificado,sem categoria,320,281.8,22.0,0.07,1.0,"Informational, Transactional",1,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Reviews, Video",90.0,"[0.16, 0.24, 0.2, 0.2, 0.24, 0.24, 0.3, 0.55, 0.36, 0.24, 0.3, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cooktop consul facilite 4 bocas,pt,nao classificado,coccao,320,295.4,21.0,0.09,1.0,Commercial,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.36, 0.36, 0.54, 0.36, 0.44, 0.44, 0.44, 0.29, 0.44, 0.29, 0.36, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cooktop da consul 5 bocas,pt,nao classificado,coccao,320,2247.8,15.0,0.13,1.0,Informational,0,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack",20.0,"[0.0, 0.0, 0.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cooktop facilite consul 5 bocas,pt,nao classificado,coccao,320,392.0,15.0,0.09,1.0,Commercial,0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.09, 0.09, 0.44, 0.54, 0.36, 0.54, 0.81, 0.36, 0.54, 0.44, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,cre45mb 399 litros consul,pt,especificacao produto,sem categoria,320,320.0,18.0,0.0,0.0,Informational,0,"Reviews, Video, Adwords Bottom, Related Searches, Site Links",20.0,,1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro bem estar consul geladeira,pt,peca e consumivel,geladeira,320,568.9,20.0,0.1,1.0,Commercial,0,"Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.54, 0.35, 0.44, 0.35, 0.23, 0.28, 0.28, 0.66, 0.81, 0.81, 1.0, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro consul bem estar geladeira,pt,peca e consumivel,geladeira,320,506.6,20.0,0.1,1.0,Commercial,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video",20.0,"[0.54, 0.35, 0.44, 0.35, 0.54, 0.54, 0.54, 0.66, 0.81, 0.81, 1.0, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro de água gelada consul,pt,peca e consumivel,purificador,320,314.6,28.0,0.14,1.0,"Navigational, Transactional",0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos",20.0,"[0.44, 0.44, 0.44, 0.36, 0.36, 0.44, 0.54, 0.54, 0.54, 0.29, 0.54, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro do bebedouro consul,pt,peca e consumivel,purificador,320,440.0,29.0,0.14,1.0,Informational,0,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack",20.0,"[0.04, 0.01, 0.02, 0.04, 0.81, 1.0, 0.66, 0.66, 0.66, 0.54, 0.66, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,filtro geladeira bem estar consul,pt,peca e consumivel,geladeira,320,506.6,22.0,0.1,1.0,"Informational, Commercial",0,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.35, 0.44, 0.35, 0.54, 0.54, 0.54, 0.66, 0.81, 0.81, 1.0, 1.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogao consul 4 bocas branco,pt,nao classificado,coccao,320,339.6,9.0,0.18,1.0,Informational,0,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel",20.0,"[0.05, 0.41, 0.05, 0.1, 0.07, 0.07, 0.13, 0.1, 0.1, 0.1, 0.16, 0.13]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogao inox consul 6 bocas,pt,nao classificado,coccao,320,250.2,19.0,0.16,1.0,"Informational, Transactional",0,"Knowledge Panel, Site Links, Video, Video Carousel, Related Searches",20.0,"[0.0, 0.0, 0.0, 0.0, 0.36, 0.36, 1.0, 0.55, 0.2, 0.16, 0.24, 0.2]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogoes de embutir consul,pt,nao classificado,sem categoria,320,293.5,22.0,0.07,1.0,Commercial,0,"Site Links, Reviews, Video, Popular Products, Related Searches",20.0,"[0.54, 0.44, 0.29, 0.29, 0.44, 0.44, 0.54, 0.29, 0.36, 0.36, 0.36, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão 6 bocas consul inox,pt,nao classificado,coccao,320,180.2,23.0,0.16,1.0,Informational,0,"Site Links, Video, People Also Ask, Related Searches, Image Pack",20.0,"[0.24, 0.24, 0.3, 0.24, 0.16, 0.16, 0.45, 0.45, 0.16, 0.08, 0.16, 0.13]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul 4 bocas menor preço,pt,aquisicao e comparacao,coccao,320,188.5,27.0,0.11,1.0,Transactional,0,"Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.54, 0.54, 0.36, 0.29, 0.29, 0.36, 0.23, 0.23, 0.15, 0.15, 0.19]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul inox 6 bocas,pt,nao classificado,coccao,320,199.5,21.0,0.16,1.0,Commercial,1,"AI Overview, Site Links, Video, Related Searches",20.0,"[0.24, 0.3, 0.3, 0.36, 0.24, 0.3, 0.36, 0.36, 0.16, 0.1, 0.2, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul mesa de vidro 5 bocas,pt,nao classificado,coccao,320,270.8,25.0,0.14,1.0,Informational,0,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches, Knowledge Panel",20.0,"[0.66, 0.44, 0.44, 0.54, 0.54, 0.66, 0.81, 0.54, 0.54, 0.35, 0.28, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão de embutir consul,pt,nao classificado,coccao,320,294.8,24.0,0.07,1.0,Transactional,0,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.44, 0.36, 0.44, 0.44, 0.44, 0.36, 0.54, 0.29, 0.44, 0.29, 0.29, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão inox consul 6 bocas,pt,nao classificado,coccao,320,0.0,21.0,0.11,1.0,Commercial,0,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches",20.0,"[0.3, 0.16, 0.36, 0.45, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,forno consul 47 litros,pt,especificacao produto,coccao,320,421.9,17.0,0.19,1.0,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Site Links, Video, Image",20.0,"[0.39, 0.26, 0.32, 0.26, 0.26, 0.32, 0.48, 0.21, 0.17, 0.17, 0.32, 0.39]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,forno eletrico consul embutir,pt,nao classificado,coccao,320,276.1,22.0,0.23,1.0,Transactional,0,"Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.66, 0.54, 0.54, 0.54, 0.44, 0.81, 0.35, 0.28, 0.44, 0.54, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer 2 portas consul,pt,nao classificado,freezer,320,314.6,20.0,0.18,1.0,Commercial,1,"Site Links, Popular Products, Related Searches, AI Overview",20.0,"[0.29, 0.36, 0.36, 0.44, 0.54, 0.54, 0.44, 0.54, 0.54, 0.44, 0.44, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer 231 litros consul,pt,especificacao produto,freezer,320,247.7,21.0,0.21,1.0,Informational,0,"Knowledge Panel, Site Links, Video, Popular Products, Related Searches",20.0,"[0.2, 0.2, 0.13, 0.16, 0.16, 0.16, 0.3, 0.45, 0.24, 0.16, 0.16, 0.16]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer 534 litros consul,pt,especificacao produto,freezer,320,267.8,21.0,0.25,1.0,"Informational, Transactional",0,"Knowledge Panel, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.23, 0.35, 0.44, 0.44, 0.44, 0.66, 0.81, 0.81, 0.81, 0.44, 0.44, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul 2 portas,pt,nao classificado,freezer,320,309.3,22.0,0.18,1.0,"Informational, Transactional",0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.29, 0.29, 0.36, 0.44, 0.29, 0.44, 0.44, 0.44, 0.29, 0.29, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul 246 litros,pt,especificacao produto,freezer,320,165.7,23.0,0.19,1.0,Commercial,0,"Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.66, 0.54, 0.54, 0.44, 0.44, 0.54, 1.0, 0.81, 0.66, 0.35, 0.23, 0.28]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul 309 l,pt,nao classificado,freezer,320,317.1,23.0,0.16,1.0,Informational,1,"Video, Video Carousel, Reviews, People Also Ask, Popular Products, Related Searches, AI Overview, Knowledge Panel, Image Pack, Site Links",20.0,"[0.44, 0.35, 0.35, 0.35, 0.44, 0.44, 0.81, 0.81, 0.81, 0.66, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul 310 litros,pt,especificacao produto,freezer,320,333.9,20.0,0.14,1.0,Commercial,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.36, 0.29, 0.23, 0.29, 0.36, 0.36, 0.44, 0.44, 0.36, 0.29, 0.36, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul pequeno,pt,nao classificado,freezer,320,363.6,24.0,0.09,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Adwords Middle, Image Pack, Site Links, Video",20.0,"[0.44, 0.18, 0.35, 0.66, 0.66, 0.66, 0.81, 0.54, 0.81, 0.54, 0.66, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer consul vertical pequeno,pt,nao classificado,freezer,320,324.3,25.0,0.08,1.0,Informational,0,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack",20.0,"[0.54, 0.35, 0.44, 0.44, 0.35, 0.44, 0.44, 0.44, 0.54, 0.44, 0.35, 0.44]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer frost free consul vertical,pt,especificacao produto,geladeira,320,349.1,25.0,0.12,1.0,Commercial,0,"Site Links, Video, Popular Products, Related Searches",20.0,"[0.3, 0.16, 0.06, 0.2, 0.24, 0.3, 0.3, 0.45, 0.24, 0.3, 0.45, 0.3]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer vertical consul 121 litros menor preço,pt,aquisicao e comparacao,freezer,320,394.2,19.0,0.11,1.0,Transactional,0,"People Also Ask, Popular Products, Related Searches, Site Links, Reviews, Image",20.0,"[0.54, 0.44, 0.44, 0.36, 0.36, 0.36, 0.44, 0.44, 0.44, 0.36, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,freezer vertical consul 231 litros menor preço,pt,aquisicao e comparacao,freezer,320,155.5,23.0,0.15,1.0,Commercial,0,"Related Searches, Site Links, Video, People Also Ask, Popular Products",20.0,"[0.66, 0.81, 0.54, 0.44, 0.54, 0.28, 0.54, 0.54, 0.54, 0.28, 0.28, 0.23]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,gavetas da geladeira consul,pt,nao classificado,geladeira,320,17.5,22.0,0.03,0.91,"Informational, Transactional",1,"Site Links, Video, Adwords Top, People Also Ask, Popular Products, Related Searches, Adwords Middle, AI Overview",20.0,"[0.76, 0.67, 0.67, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira 380 litros consul,pt,especificacao produto,geladeira,320,252.8,25.0,0.14,1.0,Commercial,0,"Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.39, 0.26, 0.26, 0.39, 0.32, 0.32, 0.39, 0.39, 0.39, 0.26, 0.32, 0.26]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul 261 l,pt,nao classificado,geladeira,320,158.6,12.0,0.14,1.0,Informational,1,"AI Overview, Knowledge Panel, Site Links, Video, Video Carousel, Popular Products, Related Searches",20.0,"[0.66, 0.54, 0.66, 0.66, 0.54, 0.54, 0.44, 0.35, 0.44, 0.23, 0.28, 0.23]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul 300 litros antiga,pt,especificacao produto,geladeira,320,284.8,22.0,0.06,1.0,"Informational, Commercial",0,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.81, 0.54, 0.66, 0.81, 0.54, 0.54, 0.66, 0.66, 0.66, 0.43, 0.43, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul 333 l,pt,nao classificado,geladeira,320,619.6,0.0,0.22,1.0,Informational,0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.54, 1.0, 1.0, 0.81, 0.81, 0.81]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul 334 litros frost free,pt,especificacao produto,geladeira,320,415.5,22.0,0.2,1.0,Commercial,1,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video",20.0,"[0.28, 0.23, 0.35, 0.28, 0.28, 0.35, 0.54, 0.81, 1.0, 0.66, 0.66, 0.66]",1,consul
